,"('<s>', 'get') ",6,0.00139958
31611,"('sleep', 'txt') ",1,0.012658228
31612,"('txt', '</s>') ",1,0.5
31613,"('<s>', 'head') ",3,0.00069979
31614,"('head', 'aches') ",1,0.04
31615,"('aches', 'need') ",1,0.5
31616,"('need', 'home') ",1,0.010309278
31617,"('home', '</s>') ",28,0.256880734
31618,"('<s>', 'need') ",12,0.00279916
31619,"('need', 'help') ",3,0.030927835
31620,"('help', 'twitter') ",1,0.034482759
31621,"('twitter', 'haha') ",2,0.020408163
31622,"('haha', '</s>') ",26,0.257425743
31623,"('<s>', 'sherrilynne') ",1,0.000233263
31624,"('sherrilynne', 'better') ",1,1
31625,"('better', 'back') ",1,0.014084507
31626,"('back', 'get') ",1,0.00621118
31627,"('get', '</s>') ",12,0.048780488
31628,"('<s>', 'inkophile') ",1,0.000233263
31629,"('inkophile', 'estie') ",1,1
31630,"('estie', 'hear') ",1,1
31631,"('hear', 'awesome') ",1,0.032258065
31632,"('awesome', '</s>') ",16,0.242424242
31633,"('<s>', 'kimkardashian') ",2,0.000466527
31634,"('kimkardashian', 'happy') ",1,0.5
31635,"('happy', 'sis') ",1,0.013333333
31636,"('sis', 'khole') ",1,0.142857143
31637,"('khole', 'personality') ",1,1
31638,"('personality', 'would') ",1,1
31639,"('would', 'listen') ",1,0.015384615
31640,"('listen', 'everyday') ",1,0.142857143
31641,"('everyday', 'congrats') ",1,0.5
31642,"('congrats', '</s>') ",2,0.2
31643,"('<s>', 'bagels') ",1,0.000233263
31644,"('bagels', 'coffee') ",1,0.333333333
31645,"('coffee', 'deck') ",1,0.04
31646,"('deck', '</s>') ",1,0.5
31647,"('<s>', 'hanging') ",3,0.00069979
31648,"('hanging', 'shack') ",1,0.111111111
31649,"('shack', 'judith') ",1,1
31650,"('judith', 'watching') ",1,1
31651,"('watching', 'game') ",2,0.03125
31652,"('game', '</s>') ",5,0.172413793
31653,"('<s>', 'hanger') ",1,0.000233263
31654,"('hanger', 'fel') ",1,1
31655,"('fel', 'bbc') ",1,1
31656,"('bbc', 'news') ",1,0.333333333
31657,"('news', 'sound') ",1,0.045454545
31658,"('sound', 'theme') ",1,0.1
31659,"('theme', 'nek') ",1,1
31660,"('nek', 'van') ",1,1
31661,"('van', 'mtv') ",1,0.25
31662,"('mtv', 'cinetrip') ",1,0.166666667
31663,"('cinetrip', '</s>') ",1,1
31664,"('<s>', 'timaldiss') ",1,0.000233263
31665,"('timaldiss', 'talking') ",1,1
31666,"('talking', 'newspapers') ",1,0.066666667
31667,"('newspapers', 'always') ",1,1
31668,"('always', 'dim') ",1,0.020833333
31669,"('dim', '</s>') ",1,1
31670,"('<s>', 'office') ",5,0.001166317
31671,"('office', 'little') ",1,0.058823529
31672,"('little', 'connected') ",1,0.022222222
31673,"('connected', 'yet') ",1,0.5
31674,"('yet', 'mind') ",1,0.023255814
31675,"('mind', '</s>') ",5,0.5
31676,"('<s>', 'feelin') ",1,0.000233263
31677,"('feelin', 'day') ",1,0.2
31678,"('day', '</s>') ",53,0.221757322
31679,"('<s>', 'tinkerbel') ",1,0.000233263
31680,"('tinkerbel', 'excited') ",1,1
31681,"('excited', 'upcoming') ",1,0.035714286
31682,"('upcoming', 'rendezvous') ",1,0.5
31683,"('rendezvous', '</s>') ",1,1
31684,"('<s>', 'daniweezy') ",1,0.000233263
31685,"('daniweezy', 'well') ",1,1
31686,"('well', 'dads') ",1,0.011111111
31687,"('dads', 'shutting') ",1,1
31688,"('shutting', 'mine') ",1,1
31689,"('mine', 'clue') ",1,0.076923077
31690,"('clue', 'going') ",1,0.5
31691,"('going', 'get') ",4,0.022346369
31692,"('get', 'contact') ",1,0.004065041
31693,"('contact', 'people') ",1,0.125
31694,"('people', '</s>') ",4,0.108108108
31695,"('<s>', 'mmm') ",1,0.000233263
31696,"('mmm', 'identica') ",1,0.25
31697,"('identica', 'seems') ",1,1
31698,"('seems', 'bit') ",2,0.117647059
31699,"('bit', 'broken') ",1,0.038461538
31700,"('broken', 'upgrade') ",1,0.2
31701,"('upgrade', '</s>') ",1,1
31702,"('<s>', 'glad') ",4,0.000933053
31703,"('glad', 'back') ",1,0.035714286
31704,"('back', 'home') ",10,0.062111801
31705,"('home', 'time') ",1,0.009174312
31706,"('time', 'study') ",2,0.013333333
31707,"('study', 'test') ",1,0.090909091
31708,"('test', 'tomorrow') ",2,0.153846154
31709,"('tomorrow', '</s>') ",37,0.352380952
31710,"('<s>', 'ordered') ",1,0.000233263
31711,"('ordered', 'seeds') ",1,0.2
31712,"('seeds', 'pink') ",1,1
31713,"('pink', 'cherry') ",1,0.142857143
31714,"('cherry', 'tomatoes') ",1,0.333333333
31715,"('tomatoes', 'sudduth') ",1,1
31716,"('sudduth', 'brandywine') ",1,1
31717,"('brandywine', 'moon') ",1,1
31718,"('moon', 'stars') ",1,0.076923077
31719,"('stars', 'melons') ",1,0.2
31720,"('melons', 'assorted') ",1,1
31721,"('assorted', 'peppers') ",1,1
31722,"('peppers', 'growing') ",1,0.5
31723,"('growing', 'season') ",1,0.25
31724,"('season', '</s>') ",5,0.555555556
31725,"('<s>', 'heading') ",6,0.00139958
31726,"('heading', 'village') ",1,0.076923077
31727,"('village', 'snowshoemtn') ",1,0.5
31728,"('snowshoemtn', 'come') ",1,1
31729,"('come', 'find') ",1,0.013888889
31730,"('find', 'unless') ",1,0.025641026
31731,"('unless', 'creepy') ",1,0.333333333
31732,"('creepy', 'stalker') ",1,0.5
31733,"('stalker', 'please') ",1,0.333333333
31734,"('please', '</s>') ",11,0.268292683
31735,"('<s>', 'spalongal') ",1,0.000233263
31736,"('spalongal', 'got') ",1,1
31737,"('got', 'email') ",2,0.012269939
31738,"('email', 'lora') ",1,0.083333333
31739,"('lora', 'great') ",1,1
31740,"('great', 'counting') ",1,0.011494253
31741,"('counting', 'intro') ",1,0.25
31742,"('intro', 'email') ",1,0.333333333
31743,"('email', 'coming') ",1,0.083333333
31744,"('coming', 'minutes') ",1,0.045454545
31745,"('minutes', 'yay') ",1,0.090909091
31746,"('yay', '</s>') ",7,0.233333333
31747,"('<s>', 'getting') ",18,0.00419874
31748,"('getting', 'nuts') ",1,0.013157895
31749,"('nuts', 'laughs') ",1,0.333333333
31750,"('laughs', 'rxdj') ",1,0.5
31751,"('rxdj', 'wohoh') ",1,1
31752,"('wohoh', '</s>') ",1,1
31753,"('<s>', 'wonder') ",3,0.00069979
31754,"('wonder', 'crazy') ",1,0.083333333
31755,"('crazy', 'ass') ",1,0.0625
31756,"('ass', 'shit') ",1,0.125
31757,"('shit', 'gonna') ",1,0.043478261
31758,"('gonna', 'day') ",1,0.016666667
31759,"('day', 'make') ",1,0.0041841
31760,"('make', 'nigga') ",1,0.012987013
31761,"('nigga', 'say') ",1,0.5
31762,"('say', 'damn') ",1,0.023809524
31763,"('damn', 'cant') ",1,0.035714286
31764,"('cant', 'complain') ",1,0.02
31765,"('complain', 'least') ",1,0.5
31766,"('least', 'got') ",1,0.058823529
31767,"('got', 'job') ",3,0.018404908
31768,"('job', '</s>') ",5,0.2
31769,"('<s>', 'callimuffin') ",1,0.000233263
31770,"('callimuffin', 'read') ",1,1
31771,"('read', 'jus') ",1,0.038461538
31772,"('jus', 'dunno') ",1,0.333333333
31773,"('dunno', 'send') ",1,0.2
31774,"('send', 'one') ",2,0.117647059
31775,"('one', 'bak') ",1,0.008264463
31776,"('bak', 'think') ",1,0.333333333
31777,"('think', 'fone') ",1,0.011627907
31778,"('fone', 'lol') ",1,1
31779,"('lol', '</s>') ",75,0.423728814
31780,"('<s>', 'dear') ",1,0.000233263
31781,"('dear', 'diversity') ",1,0.142857143
31782,"('diversity', 'burst') ",1,1
31783,"('burst', 'susans') ",1,0.5
31784,"('susans', 'boil') ",1,1
31785,"('boil', 'shit') ",1,1
31786,"('shit', 'happens') ",1,0.043478261
31787,"('happens', '</s>') ",4,0.4
31788,"('<s>', 'history') ",1,0.000233263
31789,"('history', 'essay') ",1,0.2
31790,"('essay', 'exam') ",1,0.25
31791,"('exam', 'today') ",4,0.181818182
31792,"('today', 'scared') ",1,0.005988024
31793,"('scared', '</s>') ",2,0.222222222
31794,"('<s>', 'shonaq') ",1,0.000233263
31795,"('shonaq', 'guess') ",1,1
31796,"('guess', '</s>') ",8,0.285714286
31797,"('<s>', 'wanna') ",8,0.001866107
31798,"('wanna', 'play') ",2,0.05
31799,"('play', 'sims') ",2,0.058823529
31800,"('sims', '</s>') ",3,0.6
31801,"('<s>', 'looking') ",14,0.003265687
31802,"('looking', 'frantically') ",1,0.03030303
31803,"('frantically', 'cheap') ",1,1
31804,"('cheap', 'amp') ",1,0.25
31805,"('amp', 'paris') ",1,0.006711409
31806,"('paris', 'apparently') ",1,0.25
31807,"('apparently', 'paris') ",1,0.25
31808,"('paris', 'amp') ",1,0.25
31809,"('amp', 'cheap') ",2,0.013422819
31810,"('cheap', 'accommodation') ",1,0.25
31811,"('accommodation', 'dont') ",1,1
31812,"('dont', 'hand') ",1,0.020833333
31813,"('hand', 'hand') ",1,0.125
31814,"('hand', '</s>') ",1,0.125
31815,"('<s>', 'lost') ",4,0.000933053
31816,"('lost', 'favourite') ",1,0.037037037
31817,"('favourite', 'sunglasses') ",1,0.166666667
31818,"('sunglasses', '</s>') ",1,0.5
31819,"('<s>', 'xlittlemisstuki') ",1,0.000233263
31820,"('xlittlemisstuki', 'mean') ",1,1
31821,"('mean', 'love') ",1,0.05
31822,"('love', 'stranger') ",1,0.005050505
31823,"('stranger', 'calls') ",1,1
31824,"('calls', 'gotta') ",1,0.142857143
31825,"('gotta', 'get') ",4,0.117647059
31826,"('get', 'joes') ",1,0.004065041
31827,"('joes', 'life') ",1,1
31828,"('life', '</s>') ",10,0.227272727
31829,"('<s>', 'twitprentice') ",1,0.000233263
31830,"('twitprentice', 'haha') ",1,1
31831,"('haha', 'funny') ",1,0.00990099
31832,"('funny', 'def') ",1,0.047619048
31833,"('def', 'big') ",1,0.333333333
31834,"('big', 'brother') ",2,0.090909091
31835,"('brother', 'via') ",1,0.076923077
31836,"('via', 'kirstielu') ",1,0.166666667
31837,"('kirstielu', 'try') ",1,1
31838,"('try', '</s>') ",5,0.166666667
31839,"('<s>', 'juiceegapeach') ",1,0.000233263
31840,"('juiceegapeach', 'lol') ",1,1
31841,"('lol', 'well') ",4,0.02259887
31842,"('well', 'damn') ",1,0.011111111
31843,"('damn', 'fail') ",1,0.035714286
31844,"('fail', 'way') ",1,0.090909091
31845,"('way', 'around') ",1,0.014705882
31846,"('around', 'shit') ",1,0.032258065
31847,"('shit', '</s>') ",3,0.130434783
31848,"('<s>', 'two') ",3,0.00069979
31849,"('two', 'baby') ",1,0.052631579
31850,"('baby', 'funeral') ",1,0.027777778
31851,"('funeral', 'one') ",1,0.5
31852,"('one', 'day') ",4,0.033057851
31853,"('day', 'chloe') ",1,0.0041841
31854,"('chloe', 'grace') ",1,0.333333333
31855,"('grace', 'days') ",1,0.5
31856,"('days', 'later') ",1,0.016666667
31857,"('later', '</s>') ",9,0.321428571
31858,"('<s>', 'drjaxxthe') ",1,0.000233263
31859,"('drjaxxthe', 'new') ",1,1
31860,"('new', 'tonight') ",1,0.008
31861,"('tonight', 'show') ",1,0.013513514
31862,"('show', 'backdrop') ",1,0.024390244
31863,"('backdrop', 'set') ",1,1
31864,"('set', 'looking') ",1,0.083333333
31865,"('looking', 'lot') ",1,0.03030303
31866,"('lot', 'like') ",1,0.041666667
31867,"('like', 'super') ",2,0.010416667
31868,"('super', 'mario') ",2,0.117647059
31869,"('mario', 'bros') ",1,0.2
31870,"('bros', '</s>') ",1,0.5
31871,"('<s>', 'watch') ",5,0.001166317
31872,"('watch', 'closer') ",1,0.022727273
31873,"('closer', 'reffing') ",1,0.166666667
31874,"('reffing', 'tomorrow') ",1,1
31875,"('tomorrow', 'morning') ",3,0.028571429
31876,"('morning', '</s>') ",20,0.183486239
31877,"('<s>', 'tuesday') ",2,0.000466527
31878,"('tuesday', 'sadly') ",1,0.2
31879,"('sadly', 'brian') ",1,0.142857143
31880,"('brian', 'bring') ",1,0.5
31881,"('bring', 'back') ",2,0.133333333
31882,"('back', 'paella') ",1,0.00621118
31883,"('paella', 'paella') ",1,0.5
31884,"('paella', 'euphemism') ",1,0.5
31885,"('euphemism', 'time') ",1,1
31886,"('time', 'tell') ",1,0.006666667
31887,"('tell', '</s>') ",2,0.08
31888,"('<s>', 'think') ",12,0.00279916
31889,"('think', 'gonna') ",4,0.046511628
31890,"('gonna', 'hockey') ",1,0.016666667
31891,"('hockey', 'match') ",1,1
31892,"('match', 'soon') ",1,0.333333333
31893,"('soon', 'wanna') ",1,0.022222222
31894,"('wanna', 'watch') ",1,0.025
31895,"('watch', 'mtv') ",1,0.022727273
31896,"('mtv', 'movie') ",3,0.5
31897,"('movie', 'awards') ",7,0.184210526
31898,"('awards', 'toodles') ",1,0.125
31899,"('toodles', 'tweets') ",1,1
31900,"('tweets', '</s>') ",4,0.19047619
31901,"('<s>', 'kazzba') ",1,0.000233263
31902,"('kazzba', 'yeah') ",1,1
31903,"('yeah', 'remember') ",2,0.029411765
31904,"('remember', 'poor') ",1,0.076923077
31905,"('poor', 'maddie') ",1,0.043478261
31906,"('maddie', '</s>') ",1,1
31907,"('<s>', 'ronsalcedo') ",1,0.000233263
31908,"('ronsalcedo', 'broke') ",1,1
31909,"('broke', 'joke') ",1,0.076923077
31910,"('joke', 'saveing') ",1,0.333333333
31911,"('saveing', 'skates') ",1,1
31912,"('skates', 'miss') ",1,1
31913,"('miss', 'bubu') ",1,0.011111111
31914,"('bubu', 'much') ",1,1
31915,"('much', '</s>') ",22,0.222222222
31916,"('<s>', 'well') ",13,0.003032424
31917,"('well', 'hey') ",1,0.011111111
31918,"('hey', 'see') ",1,0.016393443
31919,"('see', 'twitter') ",1,0.007518797
31920,"('twitter', 'back') ",1,0.010204082
31921,"('back', 'reporting') ",1,0.00621118
31922,"('reporting', 'client') ",1,1
31923,"('client', 'used') ",1,0.5
31924,"('used', 'tweets') ",1,0.052631579
31925,"('tweets', 'yay') ",1,0.047619048
31926,"('yay', '</s>') ",7,0.233333333
31927,"('<s>', 'creativesoul') ",1,0.000233263
31928,"('creativesoul', 'used') ",1,1
31929,"('used', 'conventions') ",1,0.052631579
31930,"('conventions', 'year') ",1,1
31931,"('year', 'usually') ",1,0.035714286
31932,"('usually', 'though') ",1,0.25
31933,"('though', 'shows') ",1,0.015625
31934,"('shows', 'never') ",1,0.142857143
31935,"('never', 'get') ",2,0.035714286
31936,"('get', 'anything') ",2,0.008130081
31937,"('anything', 'busy') ",1,0.035714286
31938,"('busy', '</s>') ",1,0.058823529
31939,"('<s>', 'also') ",5,0.001166317
31940,"('also', 'mention') ",1,0.027027027
31941,"('mention', 'mygameloft') ",1,0.142857143
31942,"('mygameloft', 'around') ",1,1
31943,"('around', 'showcase') ",1,0.032258065
31944,"('showcase', 'latest') ",1,1
31945,"('latest', 'greatest') ",1,0.2
31946,"('greatest', 'games') ",1,0.333333333
31947,"('games', '</s>') ",1,0.333333333
31948,"('<s>', 'biking') ",1,0.000233263
31949,"('biking', 'metro') ",1,1
31950,"('metro', 'park') ",1,0.25
31951,"('park', 'east') ",1,0.125
31952,"('east', 'side') ",1,0.166666667
31953,"('side', '</s>') ",1,0.125
31954,"('<s>', 'anoopdoggdesai') ",1,0.000233263
31955,"('anoopdoggdesai', 'rumour') ",1,1
31956,"('rumour', 'everywhere') ",1,1
31957,"('everywhere', 'hope') ",1,0.2
31958,"('hope', 'distract') ",1,0.01010101
31959,"('distract', 'loveeee') ",1,1
31960,"('loveeee', 'dance') ",1,0.5
31961,"('dance', 'moves') ",1,0.25
31962,"('moves', '</s>') ",1,0.5
31963,"('<s>', 'lame') ",1,0.000233263
31964,"('lame', 'understand') ",1,0.125
31965,"('understand', 'way') ",1,0.166666667
31966,"('way', 'book') ",1,0.014705882
31967,"('book', 'explained') ",1,0.058823529
31968,"('explained', 'logic') ",1,1
31969,"('logic', 'answer') ",1,1
31970,"('answer', 'matching') ",1,0.071428571
31971,"('matching', 'game') ",1,1
31972,"('game', 'someone') ",1,0.034482759
31973,"('someone', 'pls') ",1,0.029411765
31974,"('pls', 'help') ",1,0.2
31975,"('help', 'lsat') ",1,0.034482759
31976,"('lsat', '</s>') ",1,1
31977,"('<s>', 'finalizing') ",1,0.000233263
31978,"('finalizing', 'invite') ",1,1
31979,"('invite', 'list') ",1,0.142857143
31980,"('list', 'transformers') ",1,0.2
31981,"('transformers', 'tmr') ",1,0.5
31982,"('tmr', 'hopefully') ",1,1
31983,"('hopefully', 'empty') ",1,0.041666667
31984,"('empty', 'sit') ",1,0.2
31985,"('sit', 'feel') ",1,0.2
31986,"('feel', 'left') ",3,0.030927835
31987,"('left', 'many') ",1,0.03030303
31988,"('many', 'ppl') ",1,0.066666667
31989,"('ppl', 'watched') ",1,0.1
31990,"('watched', 'already') ",1,0.066666667
31991,"('already', '</s>') ",10,0.212765957
31992,"('<s>', 'going') ",50,0.011663168
31993,"('going', 'moms') ",1,0.005586592
31994,"('moms', 'spend') ",1,0.25
31995,"('spend', 'time') ",2,0.666666667
31996,"('time', 'brother') ",1,0.006666667
31997,"('brother', 'leaves') ",1,0.076923077
31998,"('leaves', 'whole') ",1,0.333333333
31999,"('whole', 'summer') ",1,0.066666667
32000,"('summer', 'tomorrow') ",1,0.029411765
32001,"('tomorrow', '</s>') ",37,0.352380952
32002,"('<s>', 'mileycyrus') ",12,0.00279916
32003,"('mileycyrus', 'cant') ",1,0.055555556
32004,"('cant', 'wait') ",12,0.24
32005,"('wait', 'see') ",5,0.108695652
32006,"('see', 'dec') ",1,0.007518797
32007,"('dec', '</s>') ",1,1
32008,"('<s>', 'want') ",16,0.003732214
32009,"('want', 'nice') ",1,0.008264463
32010,"('nice', 'food') ",1,0.015151515
32011,"('food', 'someone') ",1,0.04
32012,"('someone', 'make') ",2,0.058823529
32013,"('make', 'something') ",1,0.012987013
32014,"('something', '</s>') ",7,0.142857143
32015,"('<s>', 'talater') ",1,0.000233263
32016,"('talater', 'meatbar') ",1,1
32017,"('meatbar', 'one') ",1,1
32018,"('one', 'sderot') ",1,0.008264463
32019,"('sderot', 'chen') ",1,1
32020,"('chen', 'tlv') ",1,1
32021,"('tlv', 'goooood') ",1,1
32022,"('goooood', '</s>') ",1,0.5
32023,"('<s>', 'bgstrowger') ",1,0.000233263
32024,"('bgstrowger', 'also') ",1,1
32025,"('also', 'please') ",1,0.027027027
32026,"('please', 'note') ",1,0.024390244
32027,"('note', 'guests') ",1,0.25
32028,"('guests', 'exceptionally') ",1,1
32029,"('exceptionally', 'quiet') ",1,1
32030,"('quiet', 'kicking') ",1,0.2
32031,"('kicking', 'time') ",1,1
32032,"('time', 'leigh') ",1,0.006666667
32033,"('leigh', 'shouted') ",1,0.333333333
32034,"('shouted', '</s>') ",1,1
32035,"('<s>', 'motivation') ",1,0.000233263
32036,"('motivation', 'get') ",1,0.5
32037,"('get', 'licence') ",1,0.004065041
32038,"('licence', 'stop') ",1,1
32039,"('stop', 'flaking') ",1,0.0625
32040,"('flaking', 'friends') ",1,1
32041,"('friends', '</s>') ",14,0.269230769
32042,"('<s>', 'godlessgirl') ",2,0.000466527
32043,"('godlessgirl', 'want') ",1,0.5
32044,"('want', 'alas') ",1,0.008264463
32045,"('alas', 'work') ",1,0.2
32046,"('work', 'soon') ",1,0.005714286
32047,"('soon', 'add') ",1,0.022222222
32048,"('add', 'quot') ",1,0.090909091
32049,"('quot', 'quot') ",12,0.058823529
32050,"('quot', '</s>') ",24,0.117647059
32051,"('<s>', 'saw') ",3,0.00069979
32052,"('saw', 'twitter') ",1,0.0625
32053,"('twitter', 'maintenance') ",2,0.020408163
32054,"('maintenance', 'couple') ",1,0.25
32055,"('couple', 'hrs') ",1,0.2
32056,"('hrs', 'ugh') ",1,0.166666667
32057,"('ugh', 'whatever') ",1,0.029411765
32058,"('whatever', '</s>') ",1,0.2
32059,"('<s>', 'auburnjones') ",1,0.000233263
32060,"('auburnjones', 'want') ",1,1
32061,"('want', 'call') ",2,0.016528926
32062,"('call', 'job') ",1,0.043478261
32063,"('job', 'sorry') ",1,0.04
32064,"('sorry', 'havin') ",1,0.015151515
32065,"('havin', 'rough') ",1,0.25
32066,"('rough', 'one') ",1,1
32067,"('one', 'date') ",1,0.008264463
32068,"('date', 'got') ",1,0.142857143
32069,"('got', 'delayed') ",1,0.006134969
32070,"('delayed', 'stuff') ",1,0.5
32071,"('stuff', '</s>') ",5,0.178571429
32072,"('<s>', 'malia') ",1,0.000233263
32073,"('malia', 'right') ",1,1
32074,"('right', '</s>') ",21,0.25
32075,"('<s>', 'one') ",9,0.00209937
32076,"('one', 'life') ",1,0.008264463
32077,"('life', 'goals') ",1,0.022727273
32078,"('goals', 'see') ",1,1
32079,"('see', 'real') ",1,0.007518797
32080,"('real', 'play') ",1,0.05
32081,"('play', 'free') ",1,0.029411765
32082,"('free', 'tix') ",1,0.045454545
32083,"('tix', 'chicago') ",1,0.5
32084,"('chicago', 'tonight') ",1,0.2
32085,"('tonight', 'lyric') ",1,0.013513514
32086,"('lyric', 'someone') ",1,1
32087,"('someone', 'please') ",1,0.029411765
32088,"('please', 'goodmorning') ",1,0.024390244
32089,"('goodmorning', '</s>') ",1,0.25
32090,"('<s>', 'feeling') ",12,0.00279916
32091,"('feeling', 'better') ",5,0.135135135
32092,"('better', '</s>') ",22,0.309859155
32093,"('<s>', 'desilynnsmom') ",1,0.000233263
32094,"('desilynnsmom', 'actually') ",1,1
32095,"('actually', 'going') ",2,0.071428571
32096,"('going', 'get') ",4,0.022346369
32097,"('get', 'rid') ",3,0.012195122
32098,"('rid', 'game') ",1,0.333333333
32099,"('game', 'use') ",1,0.034482759
32100,"('use', 'sam') ",1,0.047619048
32101,"('sam', 'took') ",1,0.5
32102,"('took', 'box') ",1,0.055555556
32103,"('box', '</s>') ",3,0.5
32104,"('<s>', 'roxibear') ",1,0.000233263
32105,"('roxibear', 'cheering') ",1,1
32106,"('cheering', 'sidelines') ",1,1
32107,"('sidelines', '</s>') ",1,1
32108,"('<s>', 'plan') ",1,0.000233263
32109,"('plan', 'getting') ",1,0.111111111
32110,"('getting', 'simply') ",1,0.013157895
32111,"('simply', 'springfield') ",1,0.5
32112,"('springfield', 'website') ",1,1
32113,"('website', 'running') ",1,0.142857143
32114,"('running', 'next') ",1,0.090909091
32115,"('next', 'week') ",13,0.282608696
32116,"('week', 'hopefully') ",2,0.036363636
32117,"('hopefully', '</s>') ",6,0.25
32118,"('<s>', 'goodnight') ",5,0.001166317
32119,"('goodnight', '</s>') ",7,0.538461538
32120,"('<s>', 'gunna') ",4,0.000933053
32121,"('gunna', 'cry') ",1,0.2
32122,"('cry', 'asher') ",1,0.083333333
32123,"('asher', 'amp') ",1,1
32124,"('amp', 'kay') ",1,0.006711409
32125,"('kay', 'kiss') ",1,0.5
32126,"('kiss', 'fame') ",1,0.5
32127,"('fame', 'better') ",1,0.5
32128,"('better', 'yet') ",1,0.014084507
32129,"('yet', 'close') ",1,0.023255814
32130,"('close', 'eyes') ",1,0.111111111
32131,"('eyes', '</s>') ",3,0.3
32132,"('<s>', 'tpr') ",1,0.000233263
32133,"('tpr', 'well') ",1,1
32134,"('well', 'grow') ",1,0.011111111
32135,"('grow', 'know') ",1,0.5
32136,"('know', 'take') ",1,0.008196721
32137,"('take', 'time') ",1,0.023255814
32138,"('time', '</s>') ",26,0.173333333
32139,"('<s>', 'kitty') ",1,0.000233263
32140,"('kitty', 'second') ",1,0.166666667
32141,"('second', 'best') ",1,0.125
32142,"('best', 'cuddler') ",1,0.021276596
32143,"('cuddler', 'planet') ",1,1
32144,"('planet', '</s>') ",1,0.333333333
32145,"('<s>', 'jasminetame') ",1,0.000233263
32146,"('jasminetame', 'jas') ",1,1
32147,"('jas', 'wondering') ",1,1
32148,"('wondering', 'got') ",1,0.142857143
32149,"('got', 'email') ",2,0.012269939
32150,"('email', 'chat') ",1,0.083333333
32151,"('chat', '</s>') ",2,0.4
32152,"('<s>', 'days') ",5,0.001166317
32153,"('days', 'til') ",1,0.016666667
32154,"('til', 'prom') ",1,0.125
32155,"('prom', 'mother') ",1,0.25
32156,"('mother', 'change') ",1,0.083333333
32157,"('change', 'dress') ",1,0.066666667
32158,"('dress', '</s>') ",1,0.111111111
32159,"('<s>', 'kschwalm') ",1,0.000233263
32160,"('kschwalm', 'yeah') ",1,1
32161,"('yeah', 'wet') ",1,0.014705882
32162,"('wet', 'looking') ",1,0.5
32163,"('looking', 'damp') ",1,0.03030303
32164,"('damp', 'ride') ",1,1
32165,"('ride', 'home') ",1,0.058823529
32166,"('home', '</s>') ",28,0.256880734
32167,"('<s>', 'prettyprats') ",1,0.000233263
32168,"('prettyprats', 'think') ",1,1
32169,"('think', 'rock') ",1,0.011627907
32170,"('rock', 'thumbs') ",1,0.1
32171,"('thumbs', 'take') ",1,0.5
32172,"('take', 'stride') ",1,0.023255814
32173,"('stride', '</s>') ",1,1
32174,"('<s>', 'krystheilen') ",1,0.000233263
32175,"('krystheilen', 'actually') ",1,1
32176,"('actually', 'liked') ",1,0.035714286
32177,"('liked', 'title') ",1,0.2
32178,"('title', 'mayor') ",1,0.5
32179,"('mayor', 'twitterville') ",1,0.5
32180,"('twitterville', '</s>') ",2,1
32181,"('<s>', 'jet') ",1,0.000233263
32182,"('jet', 'family') ",1,0.333333333
32183,"('family', 'clearly') ",1,0.058823529
32184,"('clearly', 'rocks') ",1,1
32185,"('rocks', 'life') ",1,0.25
32186,"('life', '</s>') ",10,0.227272727
32187,"('<s>', 'twinkle') ",1,0.000233263
32188,"('twinkle', 'thankyou') ",1,1
32189,"('thankyou', 'episodes') ",1,0.25
32190,"('episodes', 'dying') ",1,0.333333333
32191,"('dying', 'see') ",1,0.25
32192,"('see', 'cough') ",1,0.007518797
32193,"('cough', 'pizzy') ",1,0.333333333
32194,"('pizzy', 'christmas') ",1,1
32195,"('christmas', 'lol') ",1,0.166666667
32196,"('lol', '</s>') ",75,0.423728814
32197,"('<s>', 'timinator') ",1,0.000233263
32198,"('timinator', 'know') ",1,1
32199,"('know', 'lamb') ",1,0.008196721
32200,"('lamb', 'fry') ",1,1
32201,"('fry', 'bacon') ",1,0.2
32202,"('bacon', 'always') ",1,0.25
32203,"('always', 'looks') ",1,0.020833333
32204,"('looks', 'smells') ",1,0.027027027
32205,"('smells', 'good') ",2,0.5
32206,"('good', 'cant') ",1,0.003802281
32207,"('cant', 'deal') ",1,0.02
32208,"('deal', 'cant') ",1,0.2
32209,"('cant', 'handle') ",1,0.02
32210,"('handle', 'offal') ",1,0.5
32211,"('offal', 'dude') ",1,1
32212,"('dude', '</s>') ",1,0.125
32213,"('<s>', 'rollerblading') ",1,0.000233263
32214,"('rollerblading', 'paloooos') ",1,1
32215,"('paloooos', 'text') ",1,1
32216,"('text', 'plans') ",1,0.1
32217,"('plans', '</s>') ",1,0.2
32218,"('<s>', 'matthew') ",1,0.000233263
32219,"('matthew', 'west') ",1,1
32220,"('west', 'hey') ",1,0.25
32221,"('hey', 'johnson') ",1,0.016393443
32222,"('johnson', 'city') ",1,0.333333333
32223,"('city', 'right') ",1,0.1
32224,"('right', 'around') ",1,0.011904762
32225,"('around', 'corner') ",1,0.032258065
32226,"('corner', 'keep') ",1,1
32227,"('keep', 'yall') ",1,0.032258065
32228,"('yall', 'prayers') ",1,0.333333333
32229,"('prayers', 'god') ",1,0.25
32230,"('god', 'bless') ",4,0.173913043
32231,"('bless', '</s>') ",3,0.428571429
32232,"('<s>', 'subclubloyal') ",1,0.000233263
32233,"('subclubloyal', 'aww') ",1,1
32234,"('aww', 'poor') ",2,0.071428571
32235,"('poor', 'laptop') ",1,0.043478261
