,Word Unit,Count,Probability
26305,"('melodic', 'dark') ",1,2.50E-06
26306,"('dark', 'metal') ",1,2.50E-06
26307,"('metal', 'cover') ",1,2.50E-06
26308,"('cover', 'rainbow') ",1,2.50E-06
26309,"('rainbow', 'connection') ",1,2.50E-06
26310,"('connection', 'awesome') ",1,2.50E-06
26313,"('mum', 'made') ",1,2.50E-06
26314,"('made', 'deal') ",1,2.50E-06
26315,"('deal', 'find') ",1,2.50E-06
26316,"('find', 'two') ",1,2.50E-06
26317,"('two', 'articles') ",1,2.50E-06
26318,"('articles', 'lcs') ",1,2.50E-06
26319,"('lcs', 'essay') ",1,2.50E-06
26320,"('essay', 'grocery') ",1,2.50E-06
26321,"('grocery', 'shopping') ",1,2.50E-06
26322,"('shopping', 'victorious') ",1,2.50E-06
26323,"('victorious', '</s>') ",1,2.50E-06
26324,"('<s>', 'annwhit') ",1,2.50E-06
26325,"('annwhit', 'welcome') ",1,2.50E-06
26326,"('welcome', 'back') ",1,2.50E-06
26327,"('back', 'missed') ",1,2.50E-06
26330,"('okay', 'back') ",1,2.50E-06
26331,"('back', 'music') ",1,2.50E-06
26332,"('music', 'tweeters') ",1,2.50E-06
26333,"('tweeters', 'tweet') ",1,2.50E-06
26336,"('<s>', 'shitty') ",1,2.50E-06
26338,"('movie', 'trapped') ",1,2.50E-06
26339,"('trapped', 'ashes') ",1,2.50E-06
26340,"('ashes', 'shitty') ",1,2.50E-06
26342,"('movie', 'haunting') ",1,2.50E-06
26343,"('haunting', 'molly') ",1,2.50E-06
26344,"('molly', 'hartley') ",1,2.50E-06
26345,"('hartley', 'bad') ",1,2.50E-06
26346,"('bad', 'new') ",1,2.50E-06
26347,"('new', 'friday') ",1,2.50E-06
26348,"('friday', 'worse') ",1,2.50E-06
26349,"('worse', '</s>') ",1,2.50E-06
26350,"('<s>', 'levigato') ",1,2.50E-06
26351,"('levigato', 'good') ",1,2.50E-06
26353,"('luck', 'maths') ",1,2.50E-06
26354,"('maths', 'today') ",1,2.50E-06
26357,"('schools', 'bored') ",1,2.50E-06
26358,"('bored', 'got') ",1,2.50E-06
26359,"('got', 'free') ",1,2.50E-06
26360,"('free', 'realms') ",1,2.50E-06
26361,"('realms', 'account') ",1,2.50E-06
26362,"('account', 'miss') ",1,2.50E-06
26363,"('miss', 'greenwood') ",1,2.50E-06
26364,"('greenwood', 'teachers') ",1,2.50E-06
26365,"('teachers', 'staff') ",1,2.50E-06
26366,"('staff', '</s>') ",1,2.50E-06
26368,"('bored', 'wanna') ",1,2.50E-06
26369,"('wanna', 'friends') ",1,2.50E-06
26372,"('day', 'think') ",1,2.50E-06
26373,"('think', 'die') ",1,2.50E-06
26374,"('die', 'boring') ",1,2.50E-06
26375,"('boring', 'good') ",1,2.50E-06
26377,"('news', 'two') ",1,2.50E-06
26378,"('two', 'weeks') ",1,2.50E-06
26379,"('weeks', 'flying') ",1,2.50E-06
26380,"('flying', 'turkey') ",1,2.50E-06
26381,"('turkey', '</s>') ",1,2.50E-06
26382,"('<s>', 'sending') ",1,2.50E-06
26383,"('sending', 'beers') ",1,2.50E-06
26384,"('beers', 'happalong') ",1,2.50E-06
26385,"('happalong', 'com') ",1,2.50E-06
26386,"('com', 'big') ",1,2.50E-06
26387,"('big', 'drinker') ",1,2.50E-06
26388,"('drinker', 'real') ",1,2.50E-06
26389,"('real', 'life') ",1,2.50E-06
26393,"('fun', 'exchange') ",1,2.50E-06
26394,"('exchange', 'virtual') ",1,2.50E-06
26395,"('virtual', 'beers') ",1,2.50E-06
26396,"('beers', '</s>') ",1,2.50E-06
26397,"('<s>', 'georgefiddler') ",1,2.50E-06
26398,"('georgefiddler', 'luckily') ",1,2.50E-06
26399,"('luckily', 'umn') ",1,2.50E-06
26400,"('umn', 'mail') ",1,2.50E-06
26401,"('mail', 'address') ",1,2.50E-06
26402,"('address', 'exists') ",1,2.50E-06
26403,"('exists', 'forever') ",1,2.50E-06
26404,"('forever', 'post') ",1,2.50E-06
26405,"('post', 'graduation') ",1,2.50E-06
26406,"('graduation', 'students') ",1,2.50E-06
26407,"('students', 'staff') ",1,2.50E-06
26408,"('staff', 'lucky') ",1,2.50E-06
26409,"('lucky', '</s>') ",1,2.50E-06
26411,"('saw', 'baby') ",1,2.50E-06
26412,"('baby', 'church') ",1,2.50E-06
26413,"('church', 'cute') ",1,2.50E-06
26415,"('<s>', 'keep') ",1,2.50E-06
26416,"('keep', 'ticket') ",1,2.50E-06
26417,"('ticket', 'heartbeat') ",1,2.50E-06
26418,"('heartbeat', 'could') ",1,2.50E-06
26419,"('could', 'way') ",1,2.50E-06
26421,"('<s>', 'isplayer') ",1,2.50E-06
26422,"('isplayer', 'died') ",1,2.50E-06
26423,"('died', 'sorry') ",1,2.50E-06
26426,"('dannymcfly', 'brazil') ",1,2.50E-06
26427,"('brazil', 'loves') ",1,2.50E-06
26428,"('loves', 'danny') ",1,2.50E-06
26429,"('danny', '</s>') ",1,2.50E-06
26431,"('wish', 'iphone') ",1,2.50E-06
26432,"('iphone', 'vibrate') ",1,2.50E-06
26433,"('vibrate', 'vibratey') ",1,2.50E-06
26434,"('vibratey', 'get') ",1,2.50E-06
26435,"('get', 'minds') ",1,2.50E-06
26436,"('minds', 'gutter') ",1,2.50E-06
26437,"('gutter', '</s>') ",1,2.50E-06
26440,"('like', 'look') ",1,2.50E-06
26441,"('look', 'salmon') ",1,2.50E-06
26442,"('salmon', 'amp') ",1,2.50E-06
26443,"('amp', 'anchovy') ",1,2.50E-06
26444,"('anchovy', 'butter') ",1,2.50E-06
26445,"('butter', 'terrine') ",1,2.50E-06
26446,"('terrine', 'masterchef') ",1,2.50E-06
26447,"('masterchef', 'must') ",1,2.50E-06
26448,"('must', 'try') ",1,2.50E-06
26450,"('<s>', 'annelizabeth') ",1,2.50E-06
26451,"('annelizabeth', 'soo') ",1,2.50E-06
26452,"('soo', 'jealous') ",1,2.50E-06
26453,"('jealous', 'wish') ",1,2.50E-06
26455,"('<s>', 'mobbster') ",1,2.50E-06
26456,"('mobbster', 'good') ",1,2.50E-06
26457,"('good', 'question') ",1,2.50E-06
26458,"('question', 'think') ",1,2.50E-06
26460,"('going', 'wellington') ",1,2.50E-06
26461,"('wellington', 'town') ",1,2.50E-06
26462,"('town', 'bring') ",1,2.50E-06
26463,"('bring', 'real') ",1,2.50E-06
26464,"('real', 'ale') ",1,2.50E-06
26465,"('ale', '</s>') ",1,2.50E-06
26466,"('<s>', 'blergh') ",1,2.50E-06
26467,"('blergh', 'shit') ",1,2.50E-06
26468,"('shit', 'day') ",1,2.50E-06
26469,"('day', 'shit') ",1,2.50E-06
26470,"('shit', 'people') ",1,2.50E-06
26471,"('people', 'shit') ",1,2.50E-06
26472,"('shit', 'food') ",1,2.50E-06
26473,"('food', 'stuck') ",1,2.50E-06
26475,"('inside', 'shit') ",1,2.50E-06
26476,"('shit', 'office') ",1,2.50E-06
26477,"('office', 'even') ",1,2.50E-06
26478,"('even', 'outside') ",1,2.50E-06
26479,"('outside', 'day') ",1,2.50E-06
26481,"('<s>', 'fault') ",1,2.50E-06
26482,"('fault', 'need') ",1,2.50E-06
26483,"('need', 'say') ",1,2.50E-06
26484,"('say', 'sorry') ",1,2.50E-06
26485,"('sorry', 'chad') ",1,2.50E-06
26486,"('chad', '</s>') ",1,2.50E-06
26488,"('happy', 'midsummers') ",1,2.50E-06
26489,"('midsummers', 'eve') ",1,2.50E-06
26490,"('eve', 'whatever') ",1,2.50E-06
26491,"('whatever', 'say') ",1,2.50E-06
26492,"('say', 'want') ",1,2.50E-06
26493,"('want', 'ben') ",1,2.50E-06
26495,"('amp', 'jerry') ",1,2.50E-06
26496,"('jerry', '</s>') ",1,2.50E-06
26497,"('<s>', 'jenwells') ",1,2.50E-06
26498,"('jenwells', 'john') ",1,2.50E-06
26499,"('john', 'brooks') ",1,2.50E-06
26500,"('brooks', 'chuck') ",1,2.50E-06
26501,"('chuck', 'butler') ",1,2.50E-06
26502,"('butler', 'called') ",1,2.50E-06
26503,"('called', 'cradle') ",1,2.50E-06
26504,"('cradle', 'robber') ",1,2.50E-06
26505,"('robber', '</s>') ",1,2.50E-06
26507,"('sad', 'best') ",1,2.50E-06
26511,"('home', 'tomorrow') ",1,2.50E-06
26512,"('tomorrow', 'better') ",1,2.50E-06
26513,"('better', 'start') ",1,2.50E-06
26514,"('start', 'saving') ",1,2.50E-06
26515,"('saving', 'afford') ",1,2.50E-06
26516,"('afford', 'perth') ",1,2.50E-06
26517,"('perth', 'months') ",1,2.50E-06
26518,"('months', 'time') ",1,2.50E-06
26521,"('found', 'contact') ",1,2.50E-06
26522,"('contact', 'page') ",1,2.50E-06
26523,"('page', 'plugin') ",1,2.50E-06
26524,"('plugin', 'swgapolitics') ",1,2.50E-06
26525,"('swgapolitics', 'one') ",1,2.50E-06
26526,"('one', 'less') ",1,2.50E-06
26527,"('less', 'thing') ",1,2.50E-06
26528,"('thing', 'custom') ",1,2.50E-06
26529,"('custom', 'build') ",1,2.50E-06
26531,"('<s>', 'kind') ",1,2.50E-06
26532,"('kind', 'big') ",1,2.50E-06
26533,"('big', 'deal') ",1,2.50E-06
26534,"('deal', 'well') ",1,2.50E-06
26535,"('well', 'accoding') ",1,2.50E-06
26536,"('accoding', 'lips') ",1,2.50E-06
26537,"('lips', 'anyway') ",1,2.50E-06
26539,"('<s>', 'assignments') ",1,2.50E-06
26540,"('assignments', 'dumb') ",1,2.50E-06
26541,"('dumb', 'hate') ",1,2.50E-06
26542,"('hate', 'art') ",1,2.50E-06
26545,"('bored', 'red') ",1,2.50E-06
26546,"('red', 'hair') ",1,2.50E-06
26547,"('hair', 'wanna') ",1,2.50E-06
26548,"('wanna', 'back') ",1,2.50E-06
26551,"('<s>', 'bendaubney') ",1,2.50E-06
26552,"('bendaubney', 'soon') ",1,2.50E-06
26553,"('soon', 'find') ",1,2.50E-06
26554,"('find', 'small') ",1,2.50E-06
26555,"('small', 'component') ",1,2.50E-06
26556,"('component', 'makes') ",1,2.50E-06
26557,"('makes', 'possible') ",1,2.50E-06
26558,"('possible', '</s>') ",1,2.50E-06
26559,"('<s>', 'primeroguero') ",1,2.50E-06
26560,"('primeroguero', 'need') ",1,2.50E-06
26561,"('need', 'someone') ",1,2.50E-06
26562,"('someone', 'walk') ",1,2.50E-06
26563,"('walk', 'dogs') ",1,2.50E-06
26564,"('dogs', 'cause') ",1,2.50E-06
26565,"('cause', 'free') ",1,2.50E-06
26567,"('<s>', 'dannsimmons') ",1,2.50E-06
26568,"('dannsimmons', 'played') ",1,2.50E-06
26569,"('played', 'omnia') ",1,2.50E-06
26570,"('omnia', 'yet') ",1,2.50E-06
26571,"('yet', 'nokia') ",1,2.50E-06
26572,"('nokia', 'fanboy') ",1,2.50E-06
26573,"('fanboy', 'new') ",1,2.50E-06
26574,"('new', 'samsung') ",1,2.50E-06
26575,"('samsung', 'gorgeous') ",1,2.50E-06
26576,"('gorgeous', 'screen') ",1,2.50E-06
26577,"('screen', 'faster') ",1,2.50E-06
26578,"('faster', 'symbian') ",1,2.50E-06
26579,"('symbian', '</s>') ",1,2.50E-06
26580,"('<s>', 'aristotlemusic') ",1,2.50E-06
26581,"('aristotlemusic', 'see') ",1,2.50E-06
26582,"('see', 'minutes') ",1,2.50E-06
26583,"('minutes', 'honey') ",1,2.50E-06
26584,"('honey', 'wait') ",1,2.50E-06
26585,"('wait', 'join') ",1,2.50E-06
26587,"('<s>', 'mcflyboards') ",1,2.50E-06
26588,"('mcflyboards', 'knight') ",1,2.50E-06
26589,"('knight', 'shining') ",1,2.50E-06
26590,"('shining', 'armour') ",1,2.50E-06
26591,"('armour', '</s>') ",1,2.50E-06
26592,"('<s>', 'candacecbure') ",1,2.50E-06
26593,"('candacecbure', 'relate') ",1,2.50E-06
26594,"('relate', 'total') ",1,2.50E-06
26595,"('total', 'pinkberry') ",1,2.50E-06
26596,"('pinkberry', 'addict') ",1,2.50E-06
26597,"('addict', 'soooooooo') ",1,2.50E-06
26598,"('soooooooo', 'yummy') ",1,2.50E-06
26600,"('<s>', 'marcomr') ",1,2.50E-06
26601,"('marcomr', 'sitting') ",1,2.50E-06
26602,"('sitting', 'wieners') ",1,2.50E-06
26603,"('wieners', 'think') ",1,2.50E-06
26604,"('think', 'good') ",1,2.50E-06
26605,"('good', 'old') ",1,2.50E-06
26606,"('old', 'days') ",1,2.50E-06
26609,"('man', 'excited') ",1,2.50E-06
26610,"('excited', 'back') ",1,2.50E-06
26613,"('sick', 'long') ",1,2.50E-06
26617,"('need', 'lose') ",1,2.50E-06
26618,"('lose', 'weigh') ",1,2.50E-06
26619,"('weigh', 'gym') ",1,2.50E-06
26620,"('gym', '</s>') ",1,2.50E-06
26622,"('sunny', 'amp') ",1,2.50E-06
26623,"('amp', 'luv') ",1,2.50E-06
26624,"('luv', 'washin') ",1,2.50E-06
26625,"('washin', 'truck') ",1,2.50E-06
26626,"('truck', 'bikini') ",1,2.50E-06
26627,"('bikini', 'bottoms') ",1,2.50E-06
26628,"('bottoms', 'make') ",1,2.50E-06
26629,"('make', 'redneck') ",1,2.50E-06
26630,"('redneck', 'democrat') ",1,2.50E-06
26631,"('democrat', '</s>') ",1,2.50E-06
26632,"('<s>', 'melissainphx') ",1,2.50E-06
26633,"('melissainphx', 'jealous') ",1,2.50E-06
26634,"('jealous', 'proud') ",1,2.50E-06
26635,"('proud', 'alone') ",1,2.50E-06
26636,"('alone', 'last') ",1,2.50E-06
26638,"('long', 'get') ",1,2.50E-06
26639,"('get', 'anyone') ",1,2.50E-06
26640,"('anyone', 'talk') ",1,2.50E-06
26642,"('<s>', 'peter') ",1,2.50E-06
26643,"('peter', 'quiet') ",1,2.50E-06
26644,"('quiet', '</s>') ",1,2.50E-06
26645,"('<s>', 'dog') ",1,2.50E-06
26646,"('dog', 'died') ",1,2.50E-06
26647,"('died', 'fucking') ",1,2.50E-06
26648,"('fucking', 'zucky') ",1,2.50E-06
26649,"('zucky', 'miss') ",1,2.50E-06
26650,"('miss', 'cody') ",1,2.50E-06
26651,"('cody', 'finest') ",1,2.50E-06
26652,"('finest', 'malemute') ",1,2.50E-06
26653,"('malemute', 'ever') ",1,2.50E-06
26656,"('still', 'depressed') ",1,2.50E-06
26657,"('depressed', 'feline') ",1,2.50E-06
26658,"('feline', 'fuzzball') ",1,2.50E-06
26659,"('fuzzball', 'another') ",1,2.50E-06
26660,"('another', 'trip') ",1,2.50E-06
26661,"('trip', 'vet') ",1,2.50E-06
26662,"('vet', 'tmrw') ",1,2.50E-06
26663,"('tmrw', 'see') ",1,2.50E-06
26664,"('see', 'done') ",1,2.50E-06
26665,"('done', 'worried') ",1,2.50E-06
26666,"('worried', 'even') ",1,2.50E-06
26667,"('even', 'cover') ",1,2.50E-06
26668,"('cover', '</s>') ",1,2.50E-06
26669,"('<s>', 'smlimon') ",1,2.50E-06
26670,"('smlimon', 'aww') ",1,2.50E-06
26671,"('aww', 'great') ",1,2.50E-06
26672,"('great', 'next') ",1,2.50E-06
26674,"('week', 'make') ",1,2.50E-06
26677,"('<s>', 'shushhh') ",1,2.50E-06
26678,"('shushhh', 'girl') ",1,2.50E-06
26679,"('girl', 'shut') ",1,2.50E-06
26680,"('shut', 'lips') ",1,2.50E-06
26681,"('lips', 'reaaaallly') ",1,2.50E-06
26682,"('reaaaallly', 'missing') ",1,2.50E-06
26683,"('missing', 'flowers') ",1,2.50E-06
26684,"('flowers', 'algernon') ",1,2.50E-06
26685,"('algernon', 'right') ",1,2.50E-06
26688,"('love', 'haters') ",1,2.50E-06
26689,"('haters', '</s>') ",1,2.50E-06
26690,"('<s>', 'mizzvegas') ",1,2.50E-06
26691,"('mizzvegas', 'thanks') ",1,2.50E-06
26694,"('basically', 'emptied') ",1,2.50E-06
26695,"('emptied', 'bank') ",1,2.50E-06
26696,"('bank', 'account') ",1,2.50E-06
26697,"('account', 'vip') ",1,2.50E-06
26698,"('vip', 'party') ",1,2.50E-06
26699,"('party', 'make') ",1,2.50E-06
26700,"('make', 'video') ",1,2.50E-06
26701,"('video', 'shortly') ",1,2.50E-06
26702,"('shortly', '</s>') ",1,2.50E-06
26706,"('play', 'netball') ",1,2.50E-06
26707,"('netball', '</s>') ",1,2.50E-06
26708,"('<s>', 'chips') ",1,2.50E-06
26709,"('chips', 'spare') ",1,2.50E-06
26710,"('spare', 'ribs') ",1,2.50E-06
26711,"('ribs', 'stir') ",1,2.50E-06
26713,"('fry', 'veges') ",1,2.50E-06
26714,"('veges', 'dinner') ",1,2.50E-06
26715,"('dinner', 'wait') ",1,2.50E-06
26716,"('wait', 'starved') ",1,2.50E-06
26717,"('starved', '</s>') ",1,2.50E-06
26718,"('<s>', 'miso') ",1,2.50E-06
26719,"('miso', 'soup') ",1,2.50E-06
26720,"('soup', 'superstar') ",1,2.50E-06
26721,"('superstar', 'sonic') ",1,2.50E-06
26722,"('sonic', 'youth') ",1,2.50E-06
26723,"('youth', 'amp') ",1,2.50E-06
26724,"('amp', 'new') ",1,2.50E-06
26725,"('new', 'magazines') ",1,2.50E-06
26726,"('magazines', 'life') ",1,2.50E-06
26727,"('life', 'feels') ",1,2.50E-06
26728,"('feels', 'good') ",1,2.50E-06
26729,"('good', 'tonight') ",1,2.50E-06
26732,"('back', 'malll') ",1,2.50E-06
26733,"('malll', 'brandonn') ",1,2.50E-06
26734,"('brandonn', 'lil') ",1,2.50E-06
26735,"('lil', 'mahaaaa') ",1,2.50E-06
26736,"('mahaaaa', 'ugh') ",1,2.50E-06
26737,"('ugh', 'feeling') ",1,2.50E-06
26738,"('feeling', 'really') ",1,2.50E-06
26739,"('really', 'nautious') ",1,2.50E-06
26740,"('nautious', 'lightheadedddd') ",1,2.50E-06
26741,"('lightheadedddd', '</s>') ",1,2.50E-06
26742,"('<s>', 'essebee') ",1,2.50E-06
26743,"('essebee', 'playstation') ",1,2.50E-06
26744,"('playstation', 'available') ",1,2.50E-06
26745,"('available', 'tho') ",1,2.50E-06
26746,"('tho', 'even') ",1,2.50E-06
26747,"('even', 'would') ",1,2.50E-06
26748,"('would', 'play') ",1,2.50E-06
26750,"('<s>', 'aghhhhhhagahghahghaghag') ",1,2.50E-06
26751,"('aghhhhhhagahghahghaghag', 'cant') ",1,2.50E-06
26752,"('cant', 'got') ",1,2.50E-06
26753,"('got', 'melissa') ",1,2.50E-06
26754,"('melissa', 'whitelaws') ",1,2.50E-06
26755,"('whitelaws', 'party') ",1,2.50E-06
26756,"('party', 'saturday') ",1,2.50E-06
26757,"('saturday', 'wwwaaaaaaaa') ",1,2.50E-06
26758,"('wwwaaaaaaaa', '</s>') ",1,2.50E-06
26759,"('<s>', 'disrupted') ",1,2.50E-06
26760,"('disrupted', 'sleep') ",1,2.50E-06
26761,"('sleep', 'due') ",1,2.50E-06
26762,"('due', 'worrying') ",1,2.50E-06
26763,"('worrying', 'results') ",1,2.50E-06
26764,"('results', 'tommorow') ",1,2.50E-06
26766,"('<s>', 'mrsmcflygrimmy') ",1,2.50E-06
26767,"('mrsmcflygrimmy', 'nope') ",1,2.50E-06
26768,"('nope', 'didnt') ",1,2.50E-06
26773,"('hard', 'aoc') ",1,2.50E-06
26774,"('aoc', 'single') ",1,2.50E-06
26775,"('single', 'dowload') ",1,2.50E-06
26776,"('dowload', '</s>') ",1,2.50E-06
26777,"('<s>', 'phoenixpwns') ",1,2.50E-06
26778,"('phoenixpwns', 'sorry') ",1,2.50E-06
26779,"('sorry', 'couldnt') ",1,2.50E-06
26780,"('couldnt', 'make') ",1,2.50E-06
26781,"('make', 'work') ",1,2.50E-06
26784,"('learning', 'taxi') ",1,2.50E-06
26785,"('taxi', 'etiquette') ",1,2.50E-06
26786,"('etiquette', 'quick') ",1,2.50E-06
26790,"('sleep', 'yeahh') ",1,2.50E-06
26791,"('yeahh', 'bonne') ",1,2.50E-06
26792,"('bonne', 'nuit') ",1,2.50E-06
26793,"('nuit', '</s>') ",1,2.50E-06
26794,"('<s>', 'fifleaona') ",1,2.50E-06
26795,"('fifleaona', 'work') ",1,2.50E-06
26796,"('work', 'room') ",1,2.50E-06
26797,"('room', 'middle') ",1,2.50E-06
26798,"('middle', 'office') ",1,2.50E-06
26799,"('office', 'thus') ",1,2.50E-06
26800,"('thus', 'windows') ",1,2.50E-06
26801,"('windows', 'call') ",1,2.50E-06
26802,"('call', 'programmer') ",1,2.50E-06
26803,"('programmer', 'cave') ",1,2.50E-06
26804,"('cave', 'imagine') ",1,2.50E-06
26805,"('imagine', 'sky') ",1,2.50E-06
26806,"('sky', '</s>') ",1,2.50E-06
26807,"('<s>', 'added') ",1,2.50E-06
26808,"('added', 'twitter') ",1,2.50E-06
26809,"('twitter', 'module') ",1,2.50E-06
26810,"('module', 'website') ",1,2.50E-06
26811,"('website', 'keep') ",1,2.50E-06
26812,"('keep', 'better') ",1,2.50E-06
26813,"('better', 'updated') ",1,2.50E-06
26814,"('updated', '</s>') ",1,2.50E-06
26815,"('<s>', 'anorthernsoul') ",1,2.50E-06
26816,"('anorthernsoul', 'guessed') ",1,2.50E-06
26817,"('guessed', 'sorry') ",1,2.50E-06
26819,"('<s>', 'gizelleramos') ",1,2.50E-06
26820,"('gizelleramos', 'hope') ",1,2.50E-06
26836,"('hope', 'better') ",1,2.50E-06
26839,"('need', 'religion') ",1,2.50E-06
26840,"('religion', 'assignment') ",1,2.50E-06
26841,"('assignment', 'school') ",1,2.50E-06
26843,"('<s>', 'north') ",1,2.50E-06
26844,"('north', 'beach') ",1,2.50E-06
26845,"('beach', 'hung') ",1,2.50E-06
26846,"('hung', 'neighborhood') ",1,2.50E-06
26847,"('neighborhood', 'long') ",1,2.50E-06
26849,"('nothing', 'changed') ",1,2.50E-06
26850,"('changed', 'since') ",1,2.50E-06
26852,"('used', 'school') ",1,2.50E-06
26853,"('school', 'around') ",1,2.50E-06
26854,"('around', 'fun') ",1,2.50E-06
26857,"('dang', 'look') ",1,2.50E-06
26860,"('getting', 'work') ",1,2.50E-06
26863,"('<s>', 'mikebutcher') ",1,2.50E-06
26864,"('mikebutcher', 'get') ",1,2.50E-06
26868,"('know', 'pain') ",1,2.50E-06
26869,"('pain', 'gave') ",1,2.50E-06
26870,"('gave', 'however') ",1,2.50E-06
26871,"('however', 'time') ",1,2.50E-06
26872,"('time', 'ago') ",1,2.50E-06
26875,"('office', 'cold') ",1,2.50E-06
26876,"('cold', 'forgot') ",1,2.50E-06
26877,"('forgot', 'bring') ",1,2.50E-06
26878,"('bring', 'jacket') ",1,2.50E-06
26879,"('jacket', '</s>') ",1,2.50E-06
26880,"('<s>', 'alexmetric') ",1,2.50E-06
26881,"('alexmetric', 'hello') ",1,2.50E-06
26882,"('hello', 'sir') ",1,2.50E-06
26883,"('sir', 'wait') ",1,2.50E-06
26884,"('wait', 'time') ",1,2.50E-06
26885,"('time', 'podcast') ",1,2.50E-06
26886,"('podcast', 'loving') ",1,2.50E-06
26887,"('loving', 'new') ",1,2.50E-06
26888,"('new', 'single') ",1,2.50E-06
26889,"('single', 'peace') ",1,2.50E-06
26893,"('news', 'metro') ",1,2.50E-06
26894,"('metro', 'train') ",1,2.50E-06
26895,"('train', 'crash') ",1,2.50E-06
26896,"('crash', 'dead') ",1,2.50E-06
26898,"('<s>', 'geekin') ",1,2.50E-06
26899,"('geekin', 'bytterflykissx') ",1,2.50E-06
26900,"('bytterflykissx', '</s>') ",1,2.50E-06
26901,"('<s>', 'communitycoffee') ",1,2.50E-06
26902,"('communitycoffee', 'please') ",1,2.50E-06
26903,"('please', 'tell') ",1,2.50E-06
26904,"('tell', 'going') ",1,2.50E-06
26906,"('start', 'selling') ",1,2.50E-06
26907,"('selling', 'cups') ",1,2.50E-06
26908,"('cups', 'miss') ",1,2.50E-06
26909,"('miss', 'community') ",1,2.50E-06
26910,"('community', 'work') ",1,2.50E-06
26911,"('work', 'keurig') ",1,2.50E-06
26912,"('keurig', 'machines') ",1,2.50E-06
26913,"('machines', '</s>') ",1,2.50E-06
26915,"('wow', 'soon') ",1,2.50E-06
26916,"('soon', 'able') ",1,2.50E-06
26917,"('able', 'text') ",1,2.50E-06
26918,"('text', 'aussome') ",1,2.50E-06
26919,"('aussome', '</s>') ",1,2.50E-06
26922,"('oliver', 'nice') ",1,2.50E-06
26923,"('nice', 'weekend') ",1,2.50E-06
26924,"('weekend', 'sun') ",1,2.50E-06
26926,"('shining', 'holland') ",1,2.50E-06
26927,"('holland', 'dinner') ",1,2.50E-06
26928,"('dinner', 'amp') ",1,2.50E-06
26929,"('amp', 'drinks') ",1,2.50E-06
26930,"('drinks', 'beach') ",1,2.50E-06
26931,"('beach', 'family') ",1,2.50E-06
26933,"('<s>', 'meryreino') ",1,2.50E-06
26934,"('meryreino', 'really') ",1,2.50E-06
26936,"('awesome', 'mad') ",1,2.50E-06
26938,"('cuz', 'followers') ",1,2.50E-06
26939,"('followers', 'goin') ",1,2.50E-06
26940,"('goin', 'take') ",1,2.50E-06
26941,"('take', 'breath') ",1,2.50E-06
26942,"('breath', '</s>') ",1,2.50E-06
26943,"('<s>', 'crashypoo') ",1,2.50E-06
26944,"('crashypoo', 'haha') ",1,2.50E-06
26945,"('haha', 'shut') ",1,2.50E-06
26946,"('shut', '</s>') ",1,2.50E-06
26947,"('<s>', 'jenisecook') ",1,2.50E-06
26948,"('jenisecook', 'articulatebrian') ",1,2.50E-06
26949,"('articulatebrian', 'think') ",1,2.50E-06
26950,"('think', 'perpetuating') ",1,2.50E-06
26951,"('perpetuating', 'gabe') ",1,2.50E-06
26952,"('gabe', 'issue') ",1,2.50E-06
26953,"('issue', 'oops') ",1,2.50E-06
26954,"('oops', 'read') ",1,2.50E-06
26955,"('read', 'old') ",1,2.50E-06
26957,"('tweets', 'first') ",1,2.50E-06
26958,"('first', 'back') ",1,2.50E-06
26959,"('back', 'history') ",1,2.50E-06
26960,"('history', '</s>') ",1,2.50E-06
26961,"('<s>', 'moonfall') ",1,2.50E-06
26962,"('moonfall', 'actually') ",1,2.50E-06
26963,"('actually', 'thought') ",1,2.50E-06
26964,"('thought', 'read') ",1,2.50E-06
26966,"('little', 'shilo') ",1,2.50E-06
26967,"('shilo', 'rant') ",1,2.50E-06
26968,"('rant', 'figured') ",1,2.50E-06
26969,"('figured', 'kill') ",1,2.50E-06
26970,"('kill', 'suggested') ",1,2.50E-06
26971,"('suggested', '</s>') ",1,2.50E-06
26972,"('<s>', 'screamo') ",1,2.50E-06
26973,"('screamo', 'ranger') ",1,2.50E-06
26974,"('ranger', 'thank') ",1,2.50E-06
26979,"('like', 'deja') ",1,2.50E-06
26980,"('deja', 'whole') ",1,2.50E-06
26981,"('whole', 'new') ",1,2.50E-06
26982,"('new', 'level') ",1,2.50E-06
26983,"('level', '</s>') ",1,2.50E-06
26984,"('<s>', 'aaaaaaaaahhhhhhhh') ",1,2.50E-06
26985,"('aaaaaaaaahhhhhhhh', 'hair') ",1,2.50E-06
26986,"('hair', 'mess') ",1,2.50E-06
26987,"('mess', '</s>') ",1,2.50E-06
26989,"('ouch', 'ear') ",1,2.50E-06
26990,"('ear', 'hurts') ",1,2.50E-06
26992,"('<s>', 'teeth') ",1,2.50E-06
26993,"('teeth', 'hurt') ",1,2.50E-06
26997,"('home', 'gonna') ",1,2.50E-06
26998,"('gonna', 'rent') ",1,2.50E-06
26999,"('rent', 'movie') ",1,2.50E-06
27000,"('movie', 'cuddle') ",1,2.50E-06
27003,"('forgot', 'follow') ",1,2.50E-06
27004,"('follow', 'friday') ",1,2.50E-06
27005,"('friday', 'case') ",1,2.50E-06
27006,"('case', 'one') ",1,2.50E-06
27007,"('one', 'person') ",1,2.50E-06
27008,"('person', 'hairdryer') ",1,2.50E-06
27009,"('hairdryer', 'complete') ",1,2.50E-06
