,sentence,LABEL
3051,hate life sometimes cos boring,0
3052,getting ready movies,1
3053,myliverandlungs shmuck already took realized like better sashok realized amp turns,1
3054,woke nap long day heading ramon birthday party getting lazy gonna stop,1
3055,parents suck ass official,0
3056,newspring coffee set already moved bring coffee spoiled lisa,1
3057,voted teen choice awards wish would include another category christian inspirational music sent email,1
3058,petergra hey vic days got less,0
3059,dropped metal measuring spoons rotating garbage disposal wah fave set poons,0
3060,rozes yuppp,1
3061,wossy mouth filter eek win trouble watching everything say wossy good surely,1
3062,bduckles yeah month old sushi sound appealing,1
3063,sandy mouth cool,0
3064,arm candy tweet genius update battery pull even redownloaded nada boygenius,0
3065,ashleyshakesit right licks clean,1
3066,meganbarry know thank,1
3067,cripchick good see kellie,1
3068,awesome fundraiser good friend gracious thank everyone came support family,1
3069,got wanted,1
3070,damn throw haha lol hate many things huhu encountering shits,1
3071,iasair quot blame pilots dead defend quot something get used unfortunately,0
3072,alexytlee hit link vote,1
3073,foofoo mckinley shoe nazi yep asics,1
3074,cat snuck stalking somewhere around lol need look jerk lol,0
3075,rebeccaberg afternoon buy anything good,1
3076,watching quot celebrity get quot marathon mtv,1
3077,day old pizza good,1
3078,elliematthewson complete rubbish know ellie forgot latin book school sad emotionally sad,0
3079,bigbearrg ahh dont understand signed petetion like times hasnt even come,0
3080,gewg jealous boo hoo finished exams study method,0
3081,secretvalley fraid,0
3082,werewolfseth get ready snuggle,1
3083,boy crazy right know though ahhaha,1
3084,looked date today one year anniversary grandmother miss mane sad,0
3085,leesh mnc bro fckwhtyaheard thank aannd mymovement presents honorable mention mixtape,1
3086,sky monday,0
3087,joolzp laganas awesome,1
3088,schools love coronas summer bottle,1
3089,jasonjordan know government needs step,0
3090,read princess protectipon program junior novel awesome wait see movie,1
3091,half life looks like true ndtv news though,1
3092,poor susan boyle admitted hospital exhaustion,0
3093,guys card declined jamba juice worker told loud speaker womp womp,0
3094,collin wolfboy going love someone,1
3095,endless murmur hate things make women orgasming always really difficult really fucking easy,0
3096,shower stink gone gonna dress head dinner,1
3097,talking phone bek shes red princess,1
3098,lying hammock cool wanna lie day gotta work tonight suppose money pocket,0
3099,padacklesjjam mum works,1
3100,alcohol bitch fun night though,1
3101,pinchmysalt lucky strawberry season miss strawberries,0
3102,self intro soompi com social entertainment site ceo nyc,1
3103,mark till thanks mean,0
3104,beckie good need choose carpet today stuff wooo haha sluis soon yay wait,1
3105,vranac yea actually moved singapore always though something serbia,1
3106,bought brush mac month trying find selling ebay crazy,0
3107,ilanbr missed guys anything exciting happen week hope great wknd,1
3108,hung work hours,0
3109,simoncurtis aww looked cute outfit,1
3110,wirelessrage still answer email sent guys days ago,0
3111,hey come one online,0
3112,says boleyn girl hbo love movie,1
3113,gotta support local artists sponsored event last year,1
3114,really enjoyed evening back work,0
3115,days betch catching sun shining xoxo,1
3116,watching patito feo italia ahaha,1
3117,entershikari yes brilliant teacher,1
3118,adobe realise one wants pay photoshop give free,1
3119,jferman bichon poodle mix personally like bigger dogs cute pass,1
3120,jesse ben dreams make saddddddd want togetherrr swear shit gets bawlinggg help,0
3121,littlefletcher gfalcone please asks tom come lobby hotel rio fans truly love waiting,0
3122,bom dia genteeeeeeeeeeeeeeeeeeeeeeeeeeeee,1
3123,plane heading san fran sing kristi yamaguchi always dream foundation event,1
3124,keljem lol waiting rachel finish two hour days eat together days old,0
3125,good morning cold,0
3126,still studying cant stop thinking someone,0
3127,lactose good homie houston hope see soon bro,1
3128,good evening everyone magic lost see next season,1
3129,joeymartelli hahaha paulene starts exams friday happy school might shore thursday,1
3130,happy mothers day mummmyyysss,1
3131,darrinstaloch hahahahah maturity sorry,0
3132,need know act effects school districts google helping much know please contact thanks,1
3133,new cobracam video isnt yet check back hour,0
3134,took bath ready wedding,1
3135,weelissa wish could give one ooh err missus thats said make return get refund resale,0
3136,soooo tired going bed,1
3137,glinner wow thank much kind words fantastic competition many fun entries salute linproducts,1
3138,jerrybroughton wish easier done said,0
3139,levnumesmerized going,0
3140,myucan daamnn even going ask boring come,1
3141,xirclebox like song came,0
3142,txbrowneyes yeah get think make one,1
3143,omg camp amazing alex ninja summer next week rafting trip tampa weeks camp mcdowell parish retreat chillin,1
3144,kidlpn lol ahh step fam wont let bother know break heart really,1
3145,ugh get early,0
3146,lazy get home,0
3147,afternoon csenge amp eni love guys,1
3148,xhellocallie life sucks going nowhere kind,0
3149,proconcert awesome quote get thanks shoutout,1
3150,omg breathing second hand smoke night ugh fremont street cool souvenir shopping days vegas,1
3151,amp missy picked movies saw hangover cute amp lol times otfl rotfl even lmao gametime,1
3152,likesunday,1
3153,youngq yah cuz missed slow damnit lol,0
3154,work today tired slept missing last practice beast east also think lost last fish last night,0
3155,iamlegend feeling lying,0
3156,loves rainy sunday ahhhhh bed feels goooooooood,1
3157,since paige going bed earlier brian first movie night little things,1
3158,yay banpei still available claimed banpei facebook name,1
3159,mrs mcfox,0
3160,day goes think gonna write song still thinking impossible get true friend,0
3161,raptjis sunny yeh sunny hell,1
3162,missannelie songs little sad,0
3163,meganmcdonald talking day onthe raido national donut day find amusing awesome time,1
3164,simming morning adore game cable arrived video camera wait start editing,1
3165,tommcfly wow almost already breakfast looks nice,1
3166,jonathanrknight hello jonathan know would wonderful father need babies sure need buy one,1
3167,karahleigh hope get home soon girl good night sweet dreams,1
3168,check photography sites www flickr com emonky,1
3169,baybaybayvh mmaking jealous bay bay bay wanted future husband,0
3170,ahhhhh another person told look like mileycyrus ahh look like,0
3171,sewing hurts really know,0
3172,forbeatlesfans could follow,1
3173,something code reviews,1
3174,morning take care,1
3175,aplusk friend giving away followers gonna known biggest twitter whore ever,1
3176,watching legend sad,0
3177,watching quot zeni geba quot sobbing like idiot damn kenichi awesome sobs,0
3178,airport heading back home,0
3179,eatinqq beef patty,1
3180,travelpilot cool send pics,1
3181,really needs rave king even though far away,0
3182,find wanna cry find internet,0
3183,headed chicago great week,1
3184,take least another day complete reading blogs stay tuned,1
3185,shamelessangel spoke kaoness amendment posted,1
3186,sleepy tonight long day none friends online,0
3187,javamomma still work cos gonna move living room room put wall make arc instead lol,0
3188,really missing lost ugly betty,0
3189,mayoroflondon would love listen phlog work iphone,0
3190,kaaatieexlee know like stop song,0
3191,jonasbrothers haha talking live great time anyways,0
3192,back,1
3193,amber benson looks like orange beer cool glass orange beer,1
3194,sandy crumbling away dying,0
3195,bedtime baby hoping good news morning,1
3196,peolple understand get things,0
3197,miss going see stepmom amp later ill downtown,0
3198,jennaraelove text cuz didnt get,0
3199,test chemistry tomorrow,0
3200,day shred done kids semi napping cold diet pepsi brownie near future,1
3201,admin officer cadet ensign navarro yes world domination follows,1
3202,wooot watched full metal alchemist brotherhood getting used mustangs new voice episode awesome,1
3203,anyone want anything,0
3204,srvp get followers day using www tweeterfollow com add everyone train pay vip,1
3205,mslaurenlondon happy saw guys day girl almost gave liris whiplash mya bee buzzin ear xoxo,1
3206,tinaodarby flight arrives technically back lol post pix world,1
3207,school tommorow,0
3208,louieevol yea def thats whats havin another one wed ima promote,1
3209,tokiho probably lol haha pphew thank goodness missing fun,1
3210,add band pretty damn sweet love promise,1
3211,pain big toe got stomped hokey cokeu throbbing anyone suggestions heal,0
3212,way work,0
3213,financial accounting exam today last day canadian association magicians convention,0
3214,lizamtl good morning btw,1
3215,nicolerichie school bathrooms worse public toilets shamefully yesterday,0
3216,rerkaizen tubilino maybe tomorrow able spend time today,1
3217,day wooooo,1
3218,teekdafreekcxc nah lol club cant drink bars yet lol,0
3219,draper haha sounds like youre much fun careful,1
3220,hate goes home absoloutly gutted,0
3221,bencusick nodding josh decided finally reply stupid phone loudly singing forget haha,0
3222,happy fuckin fathers day,0
3223,kasiafink mom mexico right chance getting cake time soon,0
3224,sad karma,0
3225,argyle socks hahahaa thinking arby,0
3226,server died support brother law onto though,0
3227,catherine hardwicke talks taylor twilight makes little sad directing new moon,0
3228,also might get new iphone new software bit crap old one,0
3229,zimnla welcome sadly even read lol computer open tinyurl reason,0
3230,mmiddleton geekman secret lair,1
3231,pinboardblog low blow,0
3232,lovekikiii woke awful youuuuuu,0
3233,hansonmusic zac look sad okay smile deserve,1
3234,office handyman rebuilding sink house,0
3235,backk wow took long time lmaoo,1
3236,fashionchalet anytime,1
3237,tommcfly thats good cause harder get answer,0
3238,got true blood fix sleep,1
3239,firesty auction,1
3240,ceoltoir never late appreciate suggestions get thanks,1
3241,writerscript love like point involved game development,1
3242,klstewart babies something needed concentrate would wide awake demanding attention,1
3243,gunna home somefink eat soon,1
3244,fulmer right kinda,0
3245,well dissapointed stavros flately didnt win last nights britains got talent final want live show see,0
3246,waiting weekend get beach crossing fingers nice weather,1
3247,mizzdangerous easy treat people treat works,1
3248,yay halfway week already sleepy,1
3249,rhettroberts wow stunning lush love,1
3250,treacherousd lol get sleep time till noon haha sleep schedule always different nite lol,1
3251,watching rain come washing,0
3252,chasityromero haha,1
3253,bored needs motivated looking redemption,1
3254,gah motivation run away miss could right really,0
3255,woke crappy sunday study play basketball weather sux,0
3256,fan puter running time running laggin cleaned idk money new one,0
3257,trswift wear sunday,1
3258,dont get tickets paid weeks imma quot federal pound ass prison quot mqd,0
3259,band melodic dark metal cover rainbow connection awesome,1
3260,mum made deal find two articles lcs essay grocery shopping victorious,1
3261,annwhit welcome back missed,1
3262,okay back music tweeters tweet later,1
3263,shitty movie trapped ashes shitty movie haunting molly hartley bad new friday worse,0
3264,levigato good luck maths today,1
3265,schools bored got free realms account miss greenwood teachers staff,0
3266,bored wanna friends,0
3267,day think die boring good news two weeks flying turkey,1
3268,sending beers happalong com big drinker real life lol always fun exchange virtual beers,1
3269,georgefiddler luckily umn mail address exists forever post graduation students staff lucky,0
3270,saw baby church cute,1
3271,keep ticket heartbeat could way,0
3272,isplayer died sorry,0
3273,dannymcfly brazil loves danny,1
3274,wish iphone vibrate vibratey get minds gutter,1
3275,really like look salmon amp anchovy butter terrine masterchef must try,1
3276,annelizabeth soo jealous wish,0
3277,mobbster good question think going wellington town bring real ale,1
3278,blergh shit day shit people shit food stuck inside shit office even outside day,0
3279,fault need say sorry chad,1
3280,happy midsummers eve whatever say want ben amp jerry,0
3281,jenwells john brooks chuck butler called cradle robber,1
3282,sad best friends going home tomorrow better start saving afford perth months time,0
3283,found contact page plugin swgapolitics one less thing custom build,1
3284,kind big deal well accoding lips anyway,1
3285,assignments dumb hate art,1
3286,bored red hair wanna back blonde,0
3287,bendaubney soon find small component makes possible,0
3288,primeroguero need someone walk dogs cause free,1
3289,dannsimmons played omnia yet nokia fanboy new samsung gorgeous screen faster symbian,1
3290,aristotlemusic see minutes honey wait join,1
3291,mcflyboards knight shining armour,1
3292,candacecbure relate total pinkberry addict soooooooo yummy,1
3293,marcomr sitting wieners think good old days,1
3294,man excited back work sick long nothing,0
3295,need lose weigh gym,1
3296,sunny amp luv washin truck bikini bottoms make redneck democrat,1
3297,melissainphx jealous proud alone last long get anyone talk,0
3298,peter quiet,0
3299,dog died fucking zucky miss cody finest malemute ever,0
3300,still depressed feline fuzzball another trip vet tmrw see done worried even cover,0
3301,smlimon aww great next week make sure,0
3302,shushhh girl shut lips reaaaallly missing flowers algernon right,0
3303,love haters,1
3304,mizzvegas thanks,1
3305,basically emptied bank account vip party make video shortly,1
3306,dont wanna play netball,0
3307,chips spare ribs stir fry veges dinner wait starved,1
3308,miso soup superstar sonic youth amp new magazines life feels good tonight,1
3309,back malll brandonn lil mahaaaa ugh feeling really nautious lightheadedddd,0
3310,essebee playstation available tho even would play,0
3311,aghhhhhhagahghahghaghag cant got melissa whitelaws party saturday wwwaaaaaaaa,0
3312,disrupted sleep due worrying results tommorow,0
3313,mrsmcflygrimmy nope didnt get,0
3314,working hard aoc single dowload,0
3315,phoenixpwns sorry couldnt make work,0
3316,learning taxi etiquette quick,1
3317,going sleep yeahh bonne nuit,1
3318,fifleaona work room middle office thus windows call programmer cave imagine sky,0
3319,added twitter module website keep better updated,1
3320,anorthernsoul guessed sorry,0
3321,gizelleramos hope get better hope get better hope get better hope get better hope get better hope better,1
3322,need religion assignment school,0
3323,north beach hung neighborhood long nothing changed since used school around fun,1
3324,dang look like getting work early,0
3325,mikebutcher get work let know pain gave however time ago,0
3326,office cold forgot bring jacket,0
3327,alexmetric hello sir wait time podcast loving new single peace,1
3328,bad news metro train crash dead,0
3329,geekin bytterflykissx,1
3330,communitycoffee please tell going start selling cups miss community work keurig machines,0
3331,wow soon able text aussome,1
3332,jamie oliver nice weekend sun shining holland dinner amp drinks beach family,1
3333,meryreino really awesome mad cuz followers goin take breath,0
3334,crashypoo haha shut,1
3335,jenisecook articulatebrian think perpetuating gabe issue oops read old tweets first back history,1
3336,moonfall actually thought read little shilo rant figured kill suggested,1
3337,screamo ranger thank thank thank,1
3338,like deja whole new level,0
3339,aaaaaaaaahhhhhhhh hair mess,0
3340,ouch ear hurts,0
3341,teeth hurt,0
3342,going home gonna rent movie cuddle,1
3343,forgot follow friday case one person hairdryer complete legend,1
3344,name ani mcr fan since give hug mcr fans old new mcrchat,1
3345,looking forward consuming salty foods without bloating effect getting tired human balloon,0
3346,monday like quot moan quot day miss weekend already,1
3347,waking long prom night,1
3348,way see disneys new quot quot movie listening alt metal isnt masculine balance dont know,1
3349,last day sioux falls salon miss younkers family,0
3350,sherinegamal doubt,1
3351,testing twitter obviously,1
3352,driving lesson yet still hating,0
3353,iheartbeans hey know mean one weeks sorry,0
3354,soospecial still waitin picture suppose say quot pose shaundrie quot,1
3355,thatoneguy har har,1
3356,arnold kim say arnoldkim sorry video chat next iphone,1
3357,ear phone jus broke dan salty heck,0
3358,debbiefletcher really wanted conga nobody seemed like idea though haha,0
3359,pookthy itunes,0
3360,heypaisley guh know sad poor little asian babies,0
3361,visit doctor giving shot butt aaaah,0
3362,meggiemouse going hours say computer phone last week didnt care,1
3363,danmattia imo youre twittering keep awake read,0
3364,finished fulton lobby board quot ball quot daniel laura pur,1
3365,barnett really see coming,0
3366,dezz mcr really sorry able get online today,0
3367,gheelovesyou good seeing beautiful,1
3368,mickie hey mickie apparently missed tweets sorry loss weekend beautiful long enough though lol,0
3369,looks like ill goin att day maybe ill leave new toy hmmm,0
3370,woke back fucked happened feel old,0
3371,kirstiealley nice trying answer tweets also writing people nobody answering feel good,0
3372,joseph also following stephen fry michael sheen legit,1
3373,pamderamus makes hope great weekend,1
3374,makikigirl nothing crazy girlie count lol tupperware without tupperware get show tell enhancements,1
3375,really need clean apartment,0
3376,erikaengle thanks,1
3377,presse cafe sisterhood,1
3378,gland sore face rotten sinuses,0
3379,hannahfaulkes fine thank raining heavily plants trees getting good drink,1
3380,hoaaaaaaaaaaaaa fucking day,0
3381,glad subo win bgt sunburnt spending long beach yesterday ouch,0
3382,scifi channel tomorrow dollhouse amazing best show far,1
3383,yay photo shows,1
3384,dunkndisorderly nope twitter magnet,0
3385,karleigh wait amp katie always end best interviews,1
3386,pdaonline missed show,0
3387,retrorewind awww great guy joe,1
3388,said got canon mark,1
3389,bifferlicious good morning food,1
3390,got fuckinng exam tommorow watching news iranelection right bullshitters gun shoot,0
3391,claire cordon another season house comin last season,1
3392,chrisvanpatten vacation pro,0
3393,smil good,1
3394,diversitybgt wow first facebook twitter paradise lool hope enjoying time live tour coming saturday,1
3395,greeneyedjessie goood loving germany gotta come next summer one big vaca miss guys,1
3396,found awesomest community livejournal gossip girl clothes stuff sooooo expensive though,0
3397,littlefishey hate section best celia johnson voice quot british talk oneself ones achievements quot,0
3398,pinksandi downstairs debs warehouse find still hiring wont get topshop discount though,0
3399,nicbrewer cool watching josh groben sing love voice,1
3400,,1
3401,done task continue studying,0
3402,tired hungry hate getting lab work done especially requires eat wait til,0
3403,seriously burn ban gone cause got rain cant breathe,0
3404,ahh listening song jonas brothers gay inseparable reminds young aha still hate,1
3405,darealamberrose baby right cheating,0
3406,brother best giving house warming presents grey goose better picture frame plant,1
3407,baked chocolate molten cakes rich chocolaty anybody want,1
3408,quot ride mother quot,0
3409,good morning twitter,1
3410,work work play guitar sing photoshop twit around normal monday,1
3411,cookiethief yea,0
3412,longest short week ever tgif yay four days nothing planned first mean nothing woot,1
3413,looking forward waking amp playing baby princess tomorrow love baby stoked summer,1
3414,horrible thought joe wont pick actually going show,0
3415,dfizzy iphone lol outta school beyonc tonight pretii random btw making another vid soon,1
3416,london get five shots today felt terrible miserable shots root canal,0
3417,cocolee good luck wish best really cant wait new album believe amazing love,1
3418,like cannot back sleep,0
3419,finally worked pressing button headset twice skips next random song took months,1
3420,want mileycyrus come malaysia awesome haha come read,1
3421,christinarenee leni chihuahua says quot thank much wuff quot,1
3422,love beaaaautiful man haha,1
3423,everyone leave tonight thinking drunk guy train,1
3424,fagunbhavsar hahaha come sometime sbeak foor towtallee oothentic mellu acccent,1
3425,catcarr thanks recommending,1
3426,ianrobinson seems first wwdc trip learning prepare next wwdc trip expensive lesson,1
3427,dannywood really feeling fact punked solo opp yet bomb albums man much good music,0
3428,legalivy find,0
3429,watching king hill right hilarious,1
3430,wish hawii,0
3431,everyone got bad days barry zito tends whole lot rest better luck next time barry,0
3432,mystical maz nice wanted roast something weather quit weird salad home,1
3433,sleepy drowsy dont feel good girlie stufff sucks chatting girls,0
3434,earlyyy driving jake work,0
3435,noahbond good grief say much driving home martin ike last fall interesting hear says,1
3436,squarespace lucky give,0
3437,leticiaah thanks post links gizmoz stuff created send shirt,1
3438,headache,0
3439,heavesighs poor thing bless heart,0
3440,slept today working sat amp sun needed conference officially starts afternoon karen,0
3441,love dogs ther cutest puppies ever alive maybe ill try put pic,1
3442,back home stonehenge enjoyed peaceful hrs got injured herd drunken idiots thought invisable,0
3443,allid first certainly last,1
3444,andysowards haha yeah know goes good see back feeling better usual working hard hardly work,1
3445,andy roddick advances round gonna meet monfils next interesting,1
3446,good morning,1
3447,record self esteem back normal self,1
3448,zoziekins always misjudge potency vodka whoops see flailed,1
3449,xams knowing enough generations oppressed students must felt way,0
3450,vendorprisey yup worried could virus related evidently,0
3451,intro project stuff wahhh,0
3452,morning whats occuring twitter followers counter tryin since yest block undesirables,0
3453,kia lol turned phone,1
3454,scrape get followers day using www tweeteradder com add everyone train pay vip,1
3455,gerdiend woman hope relaxing monday later sunny monday westerkerk,1
3456,lemonpi dark kitchen right get decent picture take pictures morning midnight,0
3457,visit country nice pics tell send pics tell emai,1
3458,chasingphoto hilarious appendages list thanks,1
3459,chrispallett presence mean live,1
3460,didnt get enough sleep las night refused doctors mornin cudnt get sowwiiiee mum,0
3461,twitsaver work,0
3462,ikiller shall try thanks suggestion,1
3463,nsw wait game first ever origin game see live,1
3464,davidarchie great movie see,1
3465,yay food kay boston fine take four different medications amp sort steroid,1
3466,attempting write review thing book read eng class lame book got cool one damn nonye,0
3467,taking quizzes twistmag website,1
3468,really still worth mean wish tell,0
3469,mmsa aww worry dear summer soon,0
3470,really good day everybody,1
3471,neverrrr loved someone way lovin,1
3472,critikthedj lol know right uhhh wish miss work getting everything ready students graduation friday,0
3473,fell scraped knee,0
3474,dansiego set good example think gonna hit hay talk tomorrow hope clumsy cunning caitlin,1
3475,vegas swellll back work,0
3476,wonka peed kitchen waited poo outside although think trying tell needed didnt realize,0
3477,heajer aka jouu promess wonderfull movie watch especially bbf smth sue started good luck,1
3478,happy mother day day kids amp mum,1
3479,shartlesville beccalovesbooks thanks empathy back neilmed sinus rinse sinufix much better,1
3480,slowly getting better,0
3481,ngowers think actor early looked ago divine though,1
3482,really upset allison win top model,0
3483,crazyfirebolt hey trip going far james phelps one weasley twins going paris maybe meet haha,1
3484,nlupus great day time catch things routine followfriday,1
3485,pressure dump ppc macs get intel based ones constantly increasing ruebelliard brussels,0
3486,one days really want work home crap,0
3487,barney dinasour imagination people think died drugs constipation,1
3488,swineshead probably closer location anyway got better chance stard,0
3489,best thing set days get away taking flippy floppies run around venue,1
3490,dazzlemethis tuesday would great need thursday latest thanx,1
3491,rained yard sale call day well always tomorrow,0
3492,continued dad home amp trust also thinks dramatic aaaaagh dad may infect,0
3493,eat soon haha,1
3494,hey tweeps gotta run amp get coffee hear calling miles away tweet later folks happy friday amp happy weekend,1
3495,done working done cant home,0
3496,blueindauk able luk window haha aint gud tho rain rain awaaayyyyy,0
3497,jurate sure able regress predictors natural language search engine necessarily makes quant work redundant,1
3498,waynerobinson bonus followfriday nickswisher sabathia,1
3499,ahh tired cant wont sleep,1
3500,back home cooking camp,1
3501,kel mul daily struggle trying see goes,1
3502,old asked bones made chickens lol,1
3503,martinamcbride figured mine every chance get,1
3504,feel like roadtripping vegas let sexies,1
3505,working,0
3506,awwwwwwwwwwwwwwwwhhhhhhhhh update,1
3507,muffin loser sounds delicious,0
3508,good race today couple breaks got caught front group laps got tactics wrong finished pack,0
3509,days school counted get june,0
3510,huge headache miss school though,0
3511,life really good,1
3512,moving home within minutes today office,0
3513,listening music memories,0
3514,mickcornett taking kiddo see earth afternoon wolverine came bet good choice,1
3515,explodedsoda may dense male twinkie weiner sandwich,0
3516,shahidkapoor kaminey releasing around july get best day gift,1
3517,middle nowhere really bad reception tweeting getting difficult,0
3518,verge vsphere release configuring cluster,1
3519,leeadi hopefully lighting candles see,1
3520,kimscriven thanks kim try every,1
3521,ash wash loving since months ago,1
3522,mawbooks also vote catching fire,1
3523,yayayay ice cream truck came house bad decision choosing spongebob ice cream though tasty looked,0
3524,jodymal yep seems working less features really need fancy need something works,1
3525,paigeclay haha stupid good answer gave best thing fights laugh like,1
3526,excited tomorrow daddy taking shopping day tell find perfect dress aaahhhhhhh excited,1
3527,wish could download sillett new version excellent shortwave log unfortunately download link seems invisible,0
3528,uberproject dates year working dates,0
3529,levelsmc majorca,0
3530,evie poorly,0
3531,wreya hey twitteren,1
3532,lizp man sucks hoping school happy tomorrow else good ahhh,0
3533,yay survived sundown marathon applying quot counterpain quot,1
3534,fake tanning yet,1
3535,change pic boring last one,1
3536,djspanky say mine lays lap dont problems shes good puppy,1
3537,looks like tom gonna win good job mcfly ers keep voting picked top,1
3538,twitter fast psp,0
3539,never sad glad,0
3540,cant stop thinking love first sight mistake sure love move back fiancee,0
3541,well back sleep,0
3542,angry sunshinerocker never answered hmmff,0
3543,come button hamilton hopefully championship bag,1
3544,freelancerant back dead indeed mission thanks followfriday love,1
3545,kuwxlady omg physically,0
3546,rattielovers omg think could serious damn take asap,0
3547,feeling love thank props rbs amp replies lisaworld doreenatdms ttimechitchat,1
3548,good morning,1
3549,lazy today read paper,0
3550,joined twitter one follow,0
3551,watched simultaniously,1
3552,wish money friday game,0
3553,going min withh mmyy friends howw cool,1
3554,update tweet tweet,1
3555,pillow smells like coffee,0
3556,pauliecooks quit smoking september saw losing pounds,1
3557,finished watching hills finale last episode lauren watching mtv movie awards finalyyy,1
3558,draganababy sympathize work tomorrow,0
3559,cleaninggirl long know gonna happen suppose fine auth talked killed tea amp best,1
3560,sisters laws house car tree got hit lightning last night aint shit lol news awww sorry,0
3561,dawn armfield guess fun toy favourite book kid old atlas site awesome,1
3562,home buy something diyanah,1
3563,looking forward sunday weather warm sunny,1
3564,says boored,0
3565,jennaleight neighbour might giving good view lol,1
3566,tinalaroo spent last five hours trying unpack clothes still close,0
3567,thank god tomorrow day although getting revise,0
3568,battery running still hours boarding double,0
3569,okay bedfordshire watch harry potter prisoner azkaban nighty night yea ive beaten loads times hmm,1
3570,song day quot wrong alright quot michael johns miss guy lol,1
3571,allabtanimation shall update happens,1
3572,going eat fajitas glad stuck work tonight even though would fun torn,1
3573,tedmurphy crazy,0
3574,made official going edc bummer,0
3575,ugh packing sucks,0
3576,omg watched clip bret michaels tonys hope okay,0
3577,hestheitboy gil,1
3578,jammedhands good episode love gilmore girls,1
3579,thehollyjohnson excellent choice fantastic song shall send quot prop quot way,1
3580,gonna catch movie angels amp demons tonight wait,1
3581,btw dont reply ill get texts wedding,0
3582,maynardcomau boy thought knew better,0
3583,bumbed lego batman sold,0
3584,really want disneyland bad miss kid,0
3585,someone make cofffeeeeeee,0
3586,laying gonna ride bike,1
3587,past weeks trying help mom find song obsessing finally tonight justin nozuka good,1
3588,hanshillen use voiceover ctrl option shift know also native keystroke escapes right,0
3589,really really really miss cowboy,0
3590,gotta hit sack london time gotta gym tomorrow six pack still buried keg,0
3591,roxerally alright hun hope get sleep,1
3592,myinnersexygirl good morning see,1
3593,marpart lol new finger joints would help tho,0
3594,finished packing kids bags bonnaroo days left till hit road counting anything,1
3595,techconclave sure wrong get spinning wheel nothing happens sure info,1
3596,zackalltimelow hell would people make fun zack literally pouting right,0
3597,supernatural cry puppy hugs,0
3598,changing poopy diaper zane decided great time poop traumatized life,0
3599,heart shattered million little peices,0
3600,nice morning walk breeze clear skies still done taxes,0
3601,omfg days hose dont kno thats michael jackson string london shows ahhhhhh yaaay,1
3602,followers lol suck,0
3603,getting bed today dtox sundays pool party radisson whittier opens spundae pres full moon voodoo tonight,1
3604,question day exotic city indonesia want visit,1
3605,wow long weekend finally home relaxing movie,1
3606,cammit lunchtime yet squarespace,0
3607,half hour getting hot outside jeeeeeeeze gonna around tomorrow fail,0
3608,way cousin debut,1
3609,oooh prototype little week fuck yeah,1
3610,shopping things aly need want gets tonsils tomorrow,0
3611,ashleymoran yeah going get really bored listening voice,1
3612,fantasmic got cleaned looks cool shiny dragon,0
3613,finger stop bleeding please play juno,0
3614,migraine still laying thinking cats racing around house hungry rasp sundae hmm,0
3615,martianlove dang feel part community thanks new follower good insight appreciate,1
3616,williammm girl greeeeeeezy,0
3617,hey hey wanna rockstar hey hey wanna rockstaaar cio,1
3618,wants dougiwmcfly shout cause bluffin muffin muhaha,1
3619,back floody manila pinatubo cloudy drizzly weather still beautiful,1
3620,like boom boom pow,1
3621,officially put together epic playlist road trip hershey tomorrow,1
3622,going movies see,1
3623,alarm didnt missed flight morning waiting three hrs airport next one,0
3624,goodtimesaregon yeah going change password says old one wrong someonechangedit afraid log,0
3625,tennisetviola adrie man name dutchies sorry,0
3626,fill two hours,0
3627,mynameisforge crazy without story,1
3628,little kids really really annoying,0
3629,pfspleen much better man although good databases school,0
3630,even watch hills cuz cable buttttttt watch online yay,0
3631,david archuleta touch hand love really,1
3632,feels like getting omg swear productive bang head brick wall cries,0
3633,originalog weather wet thunder storms degrees celcius today crappy seeing long weekend,0
3634,says cried hard last night eyes hurt,0
3635,watchin park jeremih cutie,1
3636,gooooooddddd sunday afternoon twigga babies,1
3637,going bed night,1
3638,surferbabe thanks,1
3639,god may neda victims rip,0
3640,everyones fones getting ruined including mine,0
3641,jessimikaaaa hungry jacks pavlova,1
3642,ddlovato btw coming summer tour demi,1
3643,morning everyone,1
3644,want brother home play sims,0
3645,robinleaf thanks checking furminator website let know questions happy chat,1
3646,happy mothers day mom,1
3647,camping rucksack airbed bought tent definitely discussion big easy carry,0
3648,woke nap feelin groggy pleasant feeling still insanely tired bummer man,0
3649,done one past paper another mins,0
3650,umahameed lucky girl say big ben pleaseee,1
3651,tonight good chats amazing love girlies,1
3652,lisamariemary well hello glad pop twitter stream,1
3653,remembermeninab haha nice check sent yesterday get,1
3654,sarahsaner spirit send energy got take one dogs vets amp work ugh,0
3655,getting ready work,1
3656,best work haircut,1
3657,mad dancer gotta give credit morning daylight lovin,1
3658,seemouserun tried jumping without trampoline like thud thud eaten cookie,0
3659,cindaily one,1
3660,catching paperwork,0
3661,want teddy grahams,0
3662,way dallas haf hours left,0
3663,webaddict johnny carson didnt want jay leno show sure turning grave conan,1
3664,overwhelmed speak englisch page language understand,0
3665,mmmbennodacock believe actually followed asked officially idol loves username,1
3666,xoxo whaaaaaa fat really like pleasantly plump,1
3667,bertadp staying home lunch think place hope see,1
3668,mrsrrc hot sexy ass actor mmmmm yummy,1
3669,woke really bad sore throat hope getting sick right leave college,0
3670,walking home allisons keys,0
